,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
2792,347-5113,415,NC,no,no,no,1,0,129,54.7,256.1,176.6,11.1,498.5,131,105,135,4,9.3,21.77,7.95,3.0,375,42.02,0.33,0.08,1.33,0.11,10.97,51.37,35.43,2.23,22.13,51.81,18.92,7.14,low,no
2793,330-2662,510,VA,no,no,yes,2,27,107,283.4,224.1,241.3,14.4,763.2,104,152,63,7,48.18,19.05,10.86,3.89,326,81.98,0.77,0.11,2.34,0.25,37.13,29.36,31.62,1.89,58.77,23.24,13.25,4.75,high,yes
2794,330-5824,408,MT,yes,yes,no,0,0,137,258.0,246.5,173.2,10.9,688.6,112,117,100,3,43.86,20.95,7.79,2.94,332,75.54,0.55,0.11,2.07,0.23,37.47,35.8,25.15,1.58,58.06,27.73,10.31,3.89,none,yes
2795,411-1261,510,MI,no,no,no,1,0,76,90.5,211.7,194.9,9.3,506.4,142,75,76,2,15.39,17.99,8.77,2.51,295,44.66,0.59,0.09,1.72,0.15,17.87,41.8,38.49,1.84,34.46,40.28,19.64,5.62,low,no
2796,329-8788,415,HI,no,no,no,0,0,24,235.6,115.9,185.4,16.2,553.1,132,129,136,2,40.05,9.85,8.34,4.37,399,62.61,2.61,0.11,1.39,0.16,42.6,20.95,33.52,2.93,63.97,15.73,13.32,6.98,none,no
2797,333-7869,408,NC,no,no,no,2,0,169,142.5,231.4,131.2,10.0,515.1,82,110,67,4,24.23,19.67,5.9,2.7,263,52.5,0.31,0.1,1.96,0.2,27.66,44.92,25.47,1.94,46.15,37.47,11.24,5.14,high,no
2798,399-4800,408,MN,no,no,no,1,0,30,54.0,179.3,247.2,10.2,490.7,68,96,101,8,9.18,15.24,11.12,2.75,273,38.29,1.28,0.08,1.8,0.14,11.0,36.54,50.38,2.08,23.97,39.8,29.04,7.18,low,no
2799,402-2072,415,WV,no,no,no,3,0,70,214.8,131.0,216.9,9.4,572.1,87,114,104,3,36.52,11.14,9.76,2.54,308,59.96,0.86,0.1,1.86,0.19,37.55,22.9,37.91,1.64,60.91,18.58,16.28,4.24,critical,no
2800,403-6187,510,SD,yes,yes,no,0,0,52,251.4,196.6,192.0,11.0,651.0,118,80,53,2,42.74,16.71,8.64,2.97,253,71.06,1.37,0.11,2.57,0.28,38.62,30.2,29.49,1.69,60.15,23.52,12.16,4.18,none,yes
2801,355-2872,408,HI,no,no,no,4,0,3,139.0,250.7,286.2,6.1,682.0,99,108,87,3,23.63,21.31,12.88,1.65,297,59.47,19.82,0.09,2.3,0.2,20.38,36.76,41.96,0.89,39.73,35.83,21.66,2.77,critical,no
2802,386-2970,415,MS,no,no,no,2,0,38,117.3,208.7,203.4,14.4,543.8,114,105,98,2,19.94,17.74,9.15,3.89,319,50.72,1.33,0.09,1.7,0.16,21.57,38.38,37.4,2.65,39.31,34.98,18.04,7.67,high,no
2803,389-6081,415,NY,no,no,no,3,0,104,264.0,132.2,177.7,10.6,584.5,108,75,91,8,44.88,11.24,8.0,2.86,282,66.98,0.64,0.11,2.07,0.24,45.17,22.62,30.4,1.81,67.01,16.78,11.94,4.27,critical,no
2804,348-7556,408,LA,no,no,no,1,0,27,82.6,204.0,224.2,9.1,519.9,105,99,122,4,14.04,17.34,10.09,2.46,330,43.93,1.63,0.08,1.58,0.13,15.89,39.24,43.12,1.75,31.96,39.47,22.97,5.6,low,no
2805,334-9163,415,KS,no,yes,yes,1,28,166,175.8,253.6,128.5,11.4,569.3,126,76,72,5,29.89,21.56,5.78,3.08,279,60.31,0.36,0.11,2.04,0.22,30.88,44.55,22.57,2.0,49.56,35.75,9.58,5.11,low,no
2806,411-4293,408,MA,no,no,no,2,0,13,220.4,211.2,259.3,13.6,704.5,100,79,112,8,37.47,17.95,11.67,3.67,299,70.76,5.44,0.1,2.36,0.24,31.28,29.98,36.81,1.93,52.95,25.37,16.49,5.19,high,yes
2807,375-5562,408,AK,no,no,no,2,0,52,217.0,152.3,134.3,11.8,515.4,104,83,109,4,36.89,12.95,6.04,3.19,300,59.07,1.14,0.11,1.72,0.2,42.1,29.55,26.06,2.29,62.45,21.92,10.23,5.4,high,no
2808,386-3823,415,SD,no,no,yes,1,25,114,129.0,290.0,177.1,11.6,607.7,77,110,110,5,21.93,24.65,7.97,3.13,302,57.68,0.51,0.09,2.01,0.19,21.23,47.72,29.14,1.91,38.02,42.74,13.82,5.43,low,no
2809,364-6445,408,CO,no,no,no,1,0,156,150.5,152.9,215.9,3.5,522.8,106,112,86,3,25.59,13.0,9.72,0.95,307,49.26,0.32,0.09,1.7,0.16,28.79,29.25,41.3,0.67,51.95,26.39,19.73,1.93,low,no
2810,383-2251,415,NH,no,no,yes,0,42,90,193.3,263.3,214.4,11.1,682.1,66,85,97,4,32.86,22.38,9.65,3.0,252,67.89,0.75,0.1,2.71,0.27,28.34,38.6,31.43,1.63,48.4,32.97,14.21,4.42,none,no
2811,351-3169,415,WV,no,no,no,2,0,62,189.5,103.8,180.6,10.8,484.7,122,95,106,5,32.22,8.82,8.13,2.92,328,52.09,0.84,0.11,1.48,0.16,39.1,21.42,37.26,2.23,61.85,16.93,15.61,5.61,high,no
2812,413-6380,415,AZ,no,no,yes,2,33,82,137.8,235.5,268.1,11.0,652.4,95,128,70,6,23.43,20.02,12.06,2.97,299,58.48,0.71,0.09,2.18,0.2,21.12,36.1,41.09,1.69,40.06,34.23,20.62,5.08,high,no
2813,380-9674,510,ME,no,no,no,3,0,52,129.3,142.7,258.3,12.3,542.6,80,101,89,4,21.98,12.13,11.62,3.32,274,49.05,0.94,0.09,1.98,0.18,23.83,26.3,47.6,2.27,44.81,24.73,23.69,6.77,critical,no
2814,345-2319,510,NH,no,no,no,1,0,146,115.6,213.6,218.4,10.7,558.3,77,100,72,6,19.65,18.16,9.83,2.89,255,50.53,0.35,0.09,2.19,0.2,20.71,38.26,39.12,1.92,38.89,35.94,19.45,5.72,low,no
2815,377-5441,415,RI,no,no,yes,2,23,120,221.9,254.7,250.5,7.2,734.3,114,84,117,5,37.72,21.65,11.27,1.94,320,72.58,0.6,0.1,2.29,0.23,30.22,34.69,34.11,0.98,51.97,29.83,15.53,2.67,high,yes
2816,358-3692,415,ID,yes,no,no,1,0,130,263.7,186.5,195.3,18.3,663.8,113,103,99,6,44.83,15.85,8.79,4.94,321,74.41,0.57,0.11,2.07,0.23,39.73,28.1,29.42,2.76,60.25,21.3,11.81,6.64,low,yes
2817,400-5831,408,WI,no,no,no,1,0,90,61.3,194.4,143.1,11.4,410.2,91,94,80,9,10.42,16.52,6.44,3.08,274,36.46,0.41,0.09,1.5,0.13,14.94,47.39,34.89,2.78,28.58,45.31,17.66,8.45,low,no
2818,357-5995,408,NM,no,yes,no,1,0,147,183.8,164.7,111.0,10.1,469.6,113,110,87,4,31.25,14.0,5.0,2.73,314,52.98,0.36,0.11,1.5,0.17,39.14,35.07,23.64,2.15,58.98,26.43,9.44,5.15,low,no
2819,391-2159,415,WY,yes,no,no,0,0,159,167.4,143.8,140.1,10.3,461.6,68,74,111,3,28.46,12.22,6.3,2.78,256,49.76,0.31,0.11,1.8,0.19,36.27,31.15,30.35,2.23,57.19,24.56,12.66,5.59,none,no
2820,398-5954,510,IL,no,no,yes,4,27,74,154.1,195.3,276.7,13.2,639.3,122,150,86,2,26.2,16.6,12.45,3.56,360,58.81,0.79,0.09,1.78,0.16,24.1,30.55,43.28,2.06,44.55,28.23,21.17,6.05,critical,no
2821,385-6175,408,TX,no,no,no,0,0,130,252.0,170.2,209.2,5.7,637.1,101,105,64,5,42.84,14.47,9.41,1.54,275,68.26,0.53,0.11,2.32,0.25,39.55,26.71,32.84,0.89,62.76,21.2,13.79,2.26,none,no
2822,334-2961,408,RI,no,yes,no,0,0,155,163.1,291.7,96.4,11.2,562.4,94,108,111,3,27.73,24.79,4.34,3.02,316,59.88,0.39,0.11,1.78,0.19,29.0,51.87,17.14,1.99,46.31,41.4,7.25,5.04,none,no
2823,405-4303,415,MI,no,no,no,2,0,87,198.3,187.0,133.5,16.6,535.4,80,89,96,4,33.71,15.9,6.01,4.48,269,60.1,0.69,0.11,1.99,0.22,37.04,34.93,24.93,3.1,56.09,26.46,10.0,7.45,high,no
2824,406-4100,415,OR,yes,no,no,0,0,81,324.7,236.4,187.6,13.1,761.8,48,82,78,5,55.2,20.09,8.44,3.54,213,87.27,1.08,0.11,3.58,0.41,42.62,31.03,24.63,1.72,63.25,23.02,9.67,4.06,none,yes
2825,352-4401,510,VA,no,no,no,2,0,99,128.3,215.3,143.7,14.3,501.6,78,120,140,9,21.81,18.3,6.47,3.86,347,50.44,0.51,0.1,1.45,0.15,25.58,42.92,28.65,2.85,43.24,36.28,12.83,7.65,high,no
2826,347-1473,510,SD,no,no,no,2,0,131,187.9,200.5,202.6,10.2,601.2,110,101,125,11,31.94,17.04,9.12,2.75,347,60.85,0.46,0.1,1.73,0.18,31.25,33.35,33.7,1.7,52.49,28.0,14.99,4.52,high,no
2827,347-2016,510,AL,yes,no,no,5,0,89,129.2,214.1,214.9,10.3,568.5,71,68,100,4,21.96,18.2,9.67,2.78,243,52.61,0.59,0.09,2.34,0.22,22.73,37.66,37.8,1.81,41.74,34.59,18.38,5.28,critical,no
2828,388-8948,415,MS,yes,yes,no,4,0,123,125.5,128.9,251.9,6.3,512.6,106,96,129,6,21.34,10.96,11.34,1.7,337,45.34,0.37,0.09,1.52,0.13,24.48,25.15,49.14,1.23,47.07,24.17,25.01,3.75,critical,no
2829,402-5509,510,MS,no,no,yes,1,26,130,257.2,224.3,204.0,12.6,698.1,108,122,118,4,43.72,19.07,9.18,3.4,352,75.37,0.58,0.11,1.98,0.21,36.84,32.13,29.22,1.8,58.01,25.3,12.18,4.51,low,yes
2830,367-2598,415,HI,no,no,no,1,0,99,124.6,146.4,169.4,10.5,450.9,90,70,95,6,21.18,12.44,7.62,2.84,261,44.08,0.45,0.1,1.73,0.17,27.63,32.47,37.57,2.33,48.05,28.22,17.29,6.44,low,no
2831,370-5001,408,WV,no,no,no,1,0,36,175.1,216.9,243.7,9.9,645.6,144,69,146,3,29.77,18.44,10.97,2.67,362,61.85,1.72,0.1,1.78,0.17,27.12,33.6,37.75,1.53,48.13,29.81,17.74,4.32,low,no
2832,332-3693,415,WV,no,no,no,3,0,87,124.3,173.4,256.3,7.5,561.5,91,105,109,5,21.13,14.74,11.53,2.03,310,49.43,0.57,0.09,1.81,0.16,22.14,30.88,45.65,1.34,42.75,29.82,23.33,4.11,critical,no
2833,403-9766,415,WV,no,no,no,2,0,139,271.6,156.0,136.3,11.6,575.5,130,131,108,9,46.17,13.26,6.13,3.13,378,68.69,0.49,0.12,1.52,0.18,47.19,27.11,23.68,2.02,67.22,19.3,8.92,4.56,high,no
2834,363-2407,510,IN,no,no,no,1,0,189,219.9,143.3,130.6,11.7,505.5,80,117,69,7,37.38,12.18,5.88,3.16,273,58.6,0.31,0.12,1.85,0.21,43.5,28.35,25.84,2.31,63.79,20.78,10.03,5.39,low,no
2835,395-9214,415,NM,no,no,yes,3,33,96,183.3,201.4,177.4,10.4,572.5,115,87,84,15,31.16,17.12,7.98,2.81,301,59.07,0.62,0.1,1.9,0.2,32.02,35.18,30.99,1.82,52.75,28.98,13.51,4.76,critical,no
2836,351-8894,408,DE,no,no,no,2,0,112,101.1,214.4,179.5,10.3,505.3,119,67,112,5,17.19,18.22,8.08,2.78,303,46.27,0.41,0.09,1.67,0.15,20.01,42.43,35.52,2.04,37.15,39.38,17.46,6.01,high,no
2837,406-5003,408,NC,no,no,no,1,0,75,203.3,228.9,222.2,14.3,668.7,70,97,118,3,34.56,19.46,10.0,3.86,288,67.88,0.91,0.1,2.32,0.24,30.4,34.23,33.23,2.14,50.91,28.67,14.73,5.69,low,no
2838,398-1332,415,NM,no,no,yes,2,35,178,175.4,190.0,138.7,10.5,514.6,88,65,94,3,29.82,16.15,6.24,2.84,250,55.05,0.31,0.11,2.06,0.22,34.08,36.92,26.95,2.04,54.17,29.34,11.34,5.16,high,no
2839,363-8033,415,SC,yes,no,no,2,0,112,266.0,214.6,306.2,14.2,801.0,97,94,100,2,45.22,18.24,13.78,3.83,293,81.07,0.72,0.1,2.73,0.28,33.21,26.79,38.23,1.77,55.78,22.5,17.0,4.72,high,yes
2840,333-1012,415,NJ,no,no,yes,0,41,108,171.6,136.1,183.4,10.8,501.9,110,78,103,7,29.17,11.57,8.25,2.92,298,51.91,0.48,0.1,1.68,0.17,34.19,27.12,36.54,2.15,56.19,22.29,15.89,5.63,none,no
2841,391-6260,510,AZ,no,no,no,0,0,100,78.7,225.6,150.4,14.0,468.7,98,102,106,8,13.38,19.18,6.77,3.78,314,43.11,0.43,0.09,1.49,0.14,16.79,48.13,32.09,2.99,31.04,44.49,15.7,8.77,none,no
2842,336-1353,510,RI,no,no,yes,0,20,121,211.9,215.1,238.5,9.4,674.9,110,120,107,2,36.02,18.28,10.73,2.54,339,67.57,0.56,0.1,1.99,0.2,31.4,31.87,35.34,1.39,53.31,27.05,15.88,3.76,none,no
2843,365-5629,415,SD,no,no,no,1,0,116,63.7,195.8,210.1,10.0,479.6,101,95,87,6,10.83,16.64,9.45,2.7,289,39.62,0.34,0.08,1.66,0.14,13.28,40.83,43.81,2.09,27.33,42.0,23.85,6.81,low,no
2844,349-4397,415,NH,no,no,no,1,0,161,173.4,213.7,141.5,11.5,540.1,100,74,69,4,29.48,18.16,6.37,3.11,247,57.12,0.35,0.11,2.19,0.23,32.11,39.57,26.2,2.13,51.61,31.79,11.15,5.44,low,no
2845,380-3910,415,AL,no,yes,no,0,0,19,237.7,207.1,182.2,4.5,631.5,98,121,95,4,40.41,17.6,8.2,1.22,318,67.43,3.55,0.11,1.99,0.21,37.64,32.79,28.85,0.71,59.93,26.1,12.16,1.81,none,no
2846,354-7820,415,WV,no,no,no,1,0,104,225.9,162.8,272.1,10.1,670.9,123,106,85,4,38.4,13.84,12.24,2.73,318,67.21,0.65,0.1,2.11,0.21,33.67,24.27,40.56,1.51,57.13,20.59,18.21,4.06,low,no
2847,338-9952,415,ID,no,yes,yes,0,32,119,173.0,209.4,231.1,12.2,625.7,101,93,91,4,29.41,17.8,10.4,3.29,289,60.9,0.51,0.1,2.17,0.21,27.65,33.47,36.93,1.95,48.29,29.23,17.08,5.4,none,no
2848,405-1821,415,MD,no,no,no,0,0,125,224.9,143.8,198.9,8.0,575.6,102,87,105,2,38.23,12.22,8.95,2.16,296,61.56,0.49,0.11,1.94,0.21,39.07,24.98,34.56,1.39,62.1,19.85,14.54,3.51,none,no
2849,329-8669,510,IN,no,no,no,1,0,156,237.7,181.5,185.7,7.7,612.6,122,91,151,4,40.41,15.43,8.36,2.08,368,66.28,0.42,0.11,1.66,0.18,38.8,29.63,30.31,1.26,60.97,23.28,12.61,3.14,low,no
2850,328-8808,415,WY,no,no,no,2,0,109,137.0,217.0,182.1,10.0,546.1,128,116,86,5,23.29,18.45,8.19,2.7,335,52.63,0.48,0.1,1.63,0.16,25.09,39.74,33.35,1.83,44.25,35.06,15.56,5.13,high,no
2851,409-3018,510,NH,no,no,no,2,0,95,142.5,176.1,189.6,8.2,516.4,109,107,88,3,24.23,14.97,8.53,2.21,307,49.94,0.53,0.1,1.68,0.16,27.59,34.1,36.72,1.59,48.52,29.98,17.08,4.43,high,no
2852,421-5994,408,MN,no,no,no,1,0,90,142.4,126.2,274.2,4.6,547.4,126,118,71,4,24.21,10.73,12.34,1.24,319,48.52,0.54,0.09,1.72,0.15,26.01,23.05,50.09,0.84,49.9,22.11,25.43,2.56,low,no
2853,354-4448,415,MA,no,no,yes,2,21,105,147.0,197.3,267.4,8.7,620.4,112,43,93,3,24.99,16.77,12.03,2.35,251,56.14,0.53,0.09,2.47,0.22,23.69,31.8,43.1,1.4,44.51,29.87,21.43,4.19,high,no
2854,352-5081,510,NH,no,no,no,1,0,101,220.3,188.6,278.4,10.6,697.9,124,101,98,4,37.45,16.03,12.53,2.86,327,68.87,0.68,0.1,2.13,0.21,31.57,27.02,39.89,1.52,54.38,23.28,18.19,4.15,low,no
2855,401-7803,415,MN,no,no,no,1,0,95,149.2,260.7,201.0,8.1,619.0,96,116,120,2,25.36,22.16,9.05,2.19,334,58.76,0.62,0.09,1.85,0.18,24.1,42.12,32.47,1.31,43.16,37.71,15.4,3.73,low,no
2856,420-6052,415,IA,no,no,no,0,0,123,204.4,137.5,226.0,10.0,577.9,88,111,100,4,34.75,11.69,10.17,2.7,303,59.31,0.48,0.1,1.91,0.2,35.37,23.79,39.11,1.73,58.59,19.71,17.15,4.55,none,no
2857,352-6084,408,NY,no,no,no,1,0,160,216.8,207.3,228.6,5.6,658.3,77,117,117,2,36.86,17.62,10.29,1.51,313,66.28,0.41,0.1,2.1,0.21,32.93,31.49,34.73,0.85,55.61,26.58,15.53,2.28,low,no
2858,388-8583,510,AL,no,no,yes,1,28,141,308.0,247.8,152.9,7.4,716.1,123,128,103,3,52.36,21.06,6.88,2.0,357,82.3,0.58,0.11,2.01,0.23,43.01,34.6,21.35,1.03,63.62,25.59,8.36,2.43,low,yes
2859,415-3158,415,WV,no,no,no,0,0,87,58.0,67.5,185.9,11.5,322.9,125,116,136,3,9.86,5.74,8.37,3.11,380,27.08,0.31,0.08,0.85,0.07,17.96,20.9,57.57,3.56,36.41,21.2,30.91,11.48,none,no
2860,402-9304,415,NM,no,no,no,2,0,81,173.2,236.2,240.2,11.8,661.4,80,94,84,6,29.44,20.08,10.81,3.19,264,63.52,0.78,0.1,2.51,0.24,26.19,35.71,36.32,1.78,46.35,31.61,17.02,5.02,high,no
2861,341-1916,415,CA,no,no,yes,4,19,75,210.3,241.8,215.7,13.1,680.9,90,87,102,3,35.75,20.55,9.71,3.54,282,69.55,0.93,0.1,2.41,0.25,30.89,35.51,31.68,1.92,51.4,29.55,13.96,5.09,critical,no
2862,381-2745,408,MA,no,no,yes,0,24,126,58.9,305.5,158.9,12.1,535.4,125,90,73,6,10.01,25.97,7.15,3.27,294,46.4,0.37,0.09,1.82,0.16,11.0,57.06,29.68,2.26,21.57,55.97,15.41,7.05,none,no
2863,402-5014,415,ME,no,no,no,3,0,28,236.8,167.1,280.2,9.7,693.8,102,87,115,3,40.26,14.2,12.61,2.62,307,69.69,2.49,0.1,2.26,0.23,34.13,24.08,40.39,1.4,57.77,20.38,18.09,3.76,critical,no
2864,399-8846,415,FL,no,no,no,0,0,153,228.9,160.7,203.1,12.5,605.2,102,136,109,2,38.91,13.66,9.14,3.38,349,65.09,0.43,0.11,1.73,0.19,37.82,26.55,33.56,2.07,59.78,20.99,14.04,5.19,none,no
2865,328-9267,408,NH,yes,no,yes,2,32,97,90.0,276.3,185.2,8.6,560.1,87,113,107,6,15.3,23.49,8.33,2.32,313,49.44,0.51,0.09,1.79,0.16,16.07,49.33,33.07,1.54,30.95,47.51,16.85,4.69,high,no
2866,348-7224,408,IN,no,no,no,2,0,115,146.7,106.2,197.7,11.1,461.7,128,74,104,4,24.94,9.03,8.9,3.0,310,45.87,0.4,0.1,1.49,0.15,31.77,23.0,42.82,2.4,54.37,19.69,19.4,6.54,high,no
2867,336-2190,408,WI,no,no,no,1,0,95,237.3,154.0,237.0,11.2,639.5,83,65,105,6,40.34,13.09,10.67,3.02,259,67.12,0.71,0.1,2.47,0.26,37.11,24.08,37.06,1.75,60.1,19.5,15.9,4.5,low,no
2868,376-4705,415,MA,yes,yes,no,0,0,17,162.8,229.6,332.7,13.6,738.7,118,91,94,3,27.68,19.52,14.97,3.67,306,65.84,3.87,0.09,2.41,0.22,22.04,31.08,45.04,1.84,42.04,29.65,22.74,5.57,none,no
2869,381-4076,415,NH,no,no,yes,1,20,105,186.9,256.3,334.7,8.9,786.8,114,91,104,2,31.77,21.79,15.06,2.4,311,71.02,0.68,0.09,2.53,0.23,23.75,32.57,42.54,1.13,44.73,30.68,21.21,3.38,low,yes
2870,348-8464,415,TX,no,no,no,2,0,121,86.1,259.8,148.0,9.1,503.0,100,113,79,9,14.64,22.08,6.66,2.46,301,45.84,0.38,0.09,1.67,0.15,17.12,51.65,29.42,1.81,31.94,48.17,14.53,5.37,high,no
2871,412-7020,408,NC,no,no,no,2,0,125,212.3,215.4,186.8,11.3,625.8,89,127,73,2,36.09,18.31,8.41,3.05,291,65.86,0.53,0.11,2.15,0.23,33.92,34.42,29.85,1.81,54.8,27.8,12.77,4.63,high,no
2872,386-8432,415,CT,no,no,no,2,0,124,151.0,120.6,152.8,9.2,433.6,98,119,81,2,25.67,10.25,6.88,2.48,300,45.28,0.37,0.1,1.45,0.15,34.82,27.81,35.24,2.12,56.69,22.64,15.19,5.48,high,no
2873,337-1802,408,NJ,no,no,no,2,0,35,158.6,130.4,229.8,6.9,525.7,67,96,80,5,26.96,11.08,10.34,1.86,248,50.24,1.44,0.1,2.12,0.2,30.17,24.81,43.71,1.31,53.66,22.05,20.58,3.7,high,no
2874,366-1084,510,WY,yes,no,no,0,0,134,296.0,226.4,246.8,12.3,781.5,93,117,98,10,50.32,19.24,11.11,3.32,318,83.99,0.63,0.11,2.46,0.26,37.88,28.97,31.58,1.57,59.91,22.91,13.23,3.95,none,yes
2875,352-4182,510,LA,no,no,yes,3,32,123,212.3,251.5,208.7,6.6,679.1,77,78,85,2,36.09,21.38,9.39,1.78,242,68.64,0.56,0.1,2.81,0.28,31.26,37.03,30.73,0.97,52.58,31.15,13.68,2.59,critical,no
2876,368-5628,415,NV,no,no,no,3,0,124,234.4,179.3,285.5,10.4,709.6,61,111,117,6,39.85,15.24,12.85,2.81,295,70.75,0.57,0.1,2.41,0.24,33.03,25.27,40.23,1.47,56.33,21.54,18.16,3.97,critical,yes
2877,333-8996,510,WV,no,no,no,2,0,133,176.8,187.5,196.8,6.5,567.6,92,97,88,3,30.06,15.94,8.86,1.76,280,56.62,0.43,0.1,2.03,0.2,31.15,33.03,34.67,1.15,53.09,28.15,15.65,3.11,high,no
2878,353-2557,415,AR,no,no,yes,0,19,185,157.3,257.7,190.4,9.6,615.0,123,94,107,6,26.74,21.9,8.57,2.59,330,59.8,0.32,0.1,1.86,0.18,25.58,41.9,30.96,1.56,44.72,36.62,14.33,4.33,none,no
2879,356-8621,415,SC,no,no,yes,1,26,1,146.6,172.8,173.8,10.0,503.2,68,67,113,2,24.92,14.69,7.82,2.7,250,50.13,50.13,0.1,2.01,0.2,29.13,34.34,34.54,1.99,49.71,29.3,15.6,5.39,low,no
2880,354-6942,415,KS,no,no,no,1,0,107,260.5,102.4,129.7,9.8,502.4,108,110,148,5,44.29,8.7,5.84,2.65,371,61.48,0.57,0.12,1.35,0.17,51.85,20.38,25.82,1.95,72.04,14.15,9.5,4.31,low,no
2881,377-9829,415,NY,no,no,yes,1,20,91,146.1,277.4,137.7,6.2,567.4,98,104,100,3,24.84,23.58,6.2,1.67,305,56.29,0.62,0.1,1.86,0.18,25.75,48.89,24.27,1.09,44.13,41.89,11.01,2.97,low,no
2882,348-4660,408,MI,yes,yes,no,2,0,178,124.5,141.2,268.2,11.4,545.3,134,78,113,2,21.17,12.0,12.07,3.08,327,48.32,0.27,0.09,1.67,0.15,22.83,25.89,49.18,2.09,43.81,24.83,24.98,6.37,high,no
2883,410-5199,415,MA,no,no,no,1,0,123,209.4,237.4,239.2,9.8,695.8,49,117,98,11,35.6,20.18,10.76,2.65,275,69.19,0.56,0.1,2.53,0.25,30.09,34.12,34.38,1.41,51.45,29.17,15.55,3.83,low,no
2884,397-6542,415,UT,yes,no,no,1,0,170,285.7,167.5,260.0,8.7,721.9,44,144,97,4,48.57,14.24,11.7,2.35,289,76.86,0.45,0.11,2.5,0.27,39.58,23.2,36.02,1.21,63.19,18.53,15.22,3.06,low,yes
2885,333-4492,415,HI,no,no,no,1,0,135,190.9,161.4,231.9,8.4,592.6,44,109,100,2,32.45,13.72,10.44,2.27,255,58.88,0.44,0.1,2.32,0.23,32.21,27.24,39.13,1.42,55.11,23.3,17.73,3.86,low,no
2886,405-9573,408,PA,no,no,no,1,0,85,144.4,264.6,185.4,9.9,604.3,88,105,94,3,24.55,22.49,8.34,2.67,290,58.05,0.68,0.1,2.08,0.2,23.9,43.79,30.68,1.64,42.29,38.74,14.37,4.6,low,no
2887,359-7255,415,OR,no,no,yes,2,50,134,208.8,132.9,136.7,11.1,489.5,130,104,107,4,35.5,11.3,6.15,3.0,345,55.95,0.42,0.11,1.42,0.16,42.66,27.15,27.93,2.27,63.45,20.2,10.99,5.36,high,no
2888,419-5501,415,TN,no,no,yes,1,36,148,77.6,207.0,255.7,10.9,551.2,141,60,115,2,13.19,17.6,11.51,2.94,318,45.24,0.31,0.08,1.73,0.14,14.08,37.55,46.39,1.98,29.16,38.9,25.44,6.5,low,no
2889,404-4809,415,CT,yes,no,no,1,0,93,271.1,237.4,145.4,8.4,662.3,101,133,103,6,46.09,20.18,6.54,2.27,343,75.08,0.81,0.11,1.93,0.22,40.93,35.84,21.95,1.27,61.39,26.88,8.71,3.02,low,yes
2890,344-6334,415,AZ,no,no,no,0,0,138,240.8,144.5,125.7,11.6,522.6,104,92,98,1,40.94,12.28,5.66,3.13,295,62.01,0.45,0.12,1.77,0.21,46.08,27.65,24.05,2.22,66.02,19.8,9.13,5.05,none,no
2891,400-1899,510,OR,no,no,no,0,0,159,114.8,192.6,259.0,12.2,578.6,98,101,108,5,19.52,16.37,11.66,3.29,312,50.84,0.32,0.09,1.85,0.16,19.84,33.29,44.76,2.11,38.39,32.2,22.93,6.47,none,no
2892,346-5053,415,DE,no,no,yes,1,34,103,138.8,142.0,183.8,11.8,476.4,80,108,77,7,23.6,12.07,8.27,3.19,272,47.13,0.46,0.1,1.75,0.17,29.14,29.81,38.58,2.48,50.07,25.61,17.55,6.77,low,no
2893,398-2148,408,MA,no,no,yes,0,27,150,209.8,155.0,251.5,7.2,623.5,112,80,111,6,35.67,13.18,11.32,1.94,309,62.11,0.41,0.1,2.02,0.2,33.65,24.86,40.34,1.15,57.43,21.22,18.23,3.12,none,no
2894,347-7675,408,CT,no,no,no,3,0,37,134.9,248.4,236.2,14.7,634.2,98,130,113,2,22.93,21.11,10.63,3.97,343,58.64,1.58,0.09,1.85,0.17,21.27,39.17,37.24,2.32,39.1,36.0,18.13,6.77,critical,no
2895,411-8956,415,AR,no,yes,no,0,0,33,164.0,153.1,123.8,6.4,447.3,99,102,104,4,27.88,13.01,5.57,1.73,309,48.19,1.46,0.11,1.45,0.16,36.66,34.23,27.68,1.43,57.85,27.0,11.56,3.59,none,no
2896,390-3761,415,SD,no,no,no,1,0,55,245.5,192.7,141.7,9.1,589.0,130,54,83,4,41.74,16.38,6.38,2.46,271,66.96,1.22,0.11,2.17,0.25,41.68,32.72,24.06,1.54,62.34,24.46,9.53,3.67,low,no
2897,377-3876,408,CT,no,no,yes,0,32,134,80.3,199.9,170.8,16.6,467.6,94,124,117,3,13.65,16.99,7.69,4.48,338,42.81,0.32,0.09,1.38,0.13,17.17,42.75,36.53,3.55,31.89,39.69,17.96,10.46,none,no
